Survey Finding,Survey,Finding Category,Number,Penalty Amount,Description
301a4361-b2bd-4ccb-8f24-d719a9a83d57,71426301-e1db-4adb-8939-909527e29048,Financial,K0353,,"Regulation 	Sprinkler System - Maintenance and Testing
2012 EXISTING (Prompt)
NFPA 13 and 13R Systems
All sprinkler systems installed in accordance with
NFPA 13, Standard for the Installation of Sprinkler
Systems, and NFPA 13R, Standard for the
Installation of Sprinkler Systems in Residential
Occupancies Up To and Including Four Stories in
Height, are inspected, tested and maintained in
accordance with NFPA 25, Standard for
Inspection, Testing and Maintenance of Water
Based Fire Protection System.
NFPA 13D Systems
Sprinkler systems installed in accordance with
NFPA 13D, Standard for the Installation of
Sprinkler Systems in One- and Two-Family
Dwellings and Manufactured Homes, are
inspected, tested and maintained in accordance
with the following requirements of NFPA 25:
1. Control valves inspected monthly (NFPA 25,
section 13.3.2).
2. Gauges inspected monthly (NFPA 25, section
13.2.71).
3. Alarm devices inspected quarterly (NFPA 25,
section 5.2.6).
4. Alarm devices tested semiannually (NFPA
25, section 5.3.3).
5. Valve supervisory switches tested
semiannually (NFPA 25, section 13.3.3.5).
6. Visible sprinklers inspected annually ((NFPA
25, section 5.2.1).
7. Visible pipe inspected annually (NFPA 25,
section 5.2.2).
8. Visible pipe hangers inspected annually
(NFPA 25, section 5.2.3).
9. Buildings inspected annually prior to freezing
weather for adequate heat for water filled piping
(NFPA 25, section 5.2.5).
10. A representative sample of fast response
sprinklers are tested at 20 years (NFPA 25,
section 5.3.1.1.1.2).
11. A representative sample of dry pendant
sprinklers are tested at 10 years (NFPA 25,
section 5.3.1.1.15).
12. Antifreeze solutions are tested annually
(NFPA 25, section 5.3.4).
13. Control valves are operated through their
full range and returned to normal annually (NFPA
25, section 13.3.3.1).
14. Operating stems of OS&Y valves are
lubricated annually (NFPA 25, section 13.3.4).
15. Dry pipe systems extending into unheated
portions of the building are inspected, tested and
maintained (NFPA 25, section 13.4.4).
A. Date sprinkler system last checked and
necessary maintenance provided.
__________________________
B. Show who provided the service.
_________________________
C. Note the source of the water supply for the
automatic sprinkler system.
__________________________________
(Provide in REMARKS information on coverage
for any non-required or partial automatic sprinkler
system.)
33.2.3.5.3, 33.2.3.5.8, 9.7.5, 9.7.7, 9.7.8, and
NFPA 25


Description	This STANDARD is not met as evidenced by:
Through observation during documentation
review, it was determined that the facility failed to
meet the protection requirements in accordance
with NFPA 101 and NFPA 25. This was evidenced
by:
1. No documentation of internal pipe obstruction
test conducted within the last five years.
2. Pressure gauge for the suppression system
over five years old.
3. No documentation of quarterly fire sprinkler
system inspection reports was available during
time of inspection.
1) NFPA 25 section 14.2.1, in part, inspection of
piping and branch line conditions shall be
inspected every 5 years for the purpose of
inspecting for the presence of foreign organic and
inorganic material.
2) NFPA 25 section 5.3.2.1, ""Gauges shall be
replaced every 5 years or tested every 5 years by
comparison with a calibrated gauge.""
3. Life Safety Code Section 19.3.5.1 to comply
with section 9.7. Section 9.7.5 maintenance and
testing to comply with NFPA 25. NFPA 25 section
5.1.1.2 requires, in part, testing and maintenance
frequencies shall be determined by Table 5.1.1.2.
This deficiency has the potential to affect
occupants, who might include residents, staff,
and visitors within all smoke compartments.
Deficient items were discussed with the
maintenance staff and facility administrator during
the exit conference.
"
40b3bc40-4e00-4202-9c19-d6cccb83e7a1,71426301-e1db-4adb-8939-909527e29048,Financial,K0345,,"Fire Alarm System - Testing and Maintenance
2012 EXISTING (Prompt)
A fire alarm system is tested and maintained in
accordance with an approved program complying
with the requirements of NFPA 70, National
Electric Code, and NFPA 72, National Fire Alarm
and Signaling Code. Records of system
acceptance, maintenance and testing are readily
available.
9.7.5, 9.7.7, 9.7.8, and NFPA 25


This STANDARD is not met as evidenced by:
K0345
Through observation during documentation
review, it was determined that the facility failed to
meet the protection requirements in accordance
with NFPA 101 and NFPA 72. This was evidenced
by:
1) Fire alarm inspection report has deficiencies
2) No documentation of semi-annual fire alarm
inspection reports was available during time of
inspection.
3) ) No record of smoke detector sensitivity
testing was provided.
1. 14.2.1.2.2 System defects and malfunctions
shall be corrected.
14.2.1.2.3 If a defect or malfunction is not
corrected at the conclusion of system inspection,
testing, or maintenance, the system owner or the
owner's designated representative shall be
informed of the impairment in writing within 24
hours.
2. Life Safety Code section 19.3.4.1 to comply
with section 9.6. Section 9.6.1.3, fire alarm
system testing and maintenance to comply with
NFPA 72. NFPA 72 section 14.4.5 requires, in
part, testing shall be performed in accordance
with the schedules in Table 14.4.5.
3) Life Safety Code section 19.3.4.1 to comply
with section 9.6. Section 9.6.1.3, fire alarm
system testing and maintenance to comply with
NFPA 72. NFPA 72 section 14.4.5.3.4; to ensure
that each smoke detector or smoke alarm is
within its listed and marked sensitivity range, it
shall be tested using any of the following
methods:
(1) Calibrated test method
(2) Manufacturer's calibrated sensitivity test
instrument
(3) Listed control equipment arranged for the
purpose
(4) Smoke detector/fire alarm control unit
arrangement whereby the detector causes a
signal at the fire alarm control unit where its
sensitivity is outside its listed sensitivity range
(5) Other calibrated sensitivity test methods
approved by the authority having jurisdiction
This deficiency has the potential to affect
occupants, who might include residents, staff,
and visitors within all smoke compartments.
Deficient items were discussed with the
maintenance director during the exit conference.
"
eb20fe74-9465-4000-b272-9666b247a856,71426301-e1db-4adb-8939-909527e29048,Financial,K0321,,"Regulation 	Hazardous Areas - Enclosure
2012 EXISTING (Prompt)
Any hazardous area that is on the same floor as,
and is in or abut, a primary means of escape or a
sleeping room shall be protected by one of the
following means:
1. Protection shall be an enclosure with a fire
resistance rating of not less than 1 hour, with a
self-closing or automatic closing fire door in
accordance with 7.2.1.8 that has a fire protection
rating of not less than 3/4 hour.
2. Protection shall be automatic sprinkler
protection, in accordance with 33.2.3.5, and a
smoke partition, in accordance with 8.4 located
between the hazardous area and the sleeping
area or primary escape route. Any doors in such
separation shall be self-closing or automatic
closing in accordance with 7.2.1.8.
Other hazardous areas shall be protected in
accordance with 33.2.3.2.5 by one of the
following:
1. An enclosure having a fire resistance rating
of not less than 1/2 hour, with a self-closing or
automatic-closing door in accordance with 7.2.1.8
that is equivalent to not less than a 13/4 inch (4.4
cm) thick, solid-bonded wood core construction.
2. Automatic sprinkler protection in accordance
with 33.2.3.5, regardless of enclosure.
Areas with approved, properly installed and
maintained furnaces and heating equipment, and
cooking and laundry facilities are not classified as
hazardous areas solely on basis of such
equipment.
Standard response sprinklers shall be permitted
for use in hazardous areas in accordance with
33.2.3.2.
33.2.2.2.4, 33.2.3.2, 33.2.3.2.5



Description	This STANDARD is not met as evidenced by:

Through observation during the survey, it was
determined that the facility failed to meet the
protection requirements in accordance with NFPA
101. This was evidenced by:
Excessive storage in the basement and not rated
for Hazardous space.
Life Safety Code section 19.3.2.1.3, protection
from hazardous areas requires, in part, doors
shall be self-closing or automatic-closing.
These deficiencies have the potential to affect
occupants, who might include residents, staff,
and visitors within the affected smoke
compartment. Deficient items were discussed
with the maintenance staff facility administrator
during the exit conference.
"
2c4d65c3-e359-4bb1-ad17-50fed3287297,76701878-42bb-463c-a90e-b769009eab61,Financial,0S300,,"Missing annual fire extinguisher inspection/testing/maintenance report, missing monthly fire extinguisher/testing/maintenance report."
0be8c40f-44f9-4a8e-a13f-e4781772a6cc,76701878-42bb-463c-a90e-b769009eab61,Financial,0S712,,Fire drills not conducted at varied times and records missing second night time drill. NFPA 101.
cc6ce7e4-5283-4fa7-95d6-4e8648a29dbc,76701878-42bb-463c-a90e-b769009eab61,Financial,0S711,,Emergency planning does not include all required components.
6c757cda-1f94-4a27-a3c1-0408fc39c52b,76701878-42bb-463c-a90e-b769009eab61,Financial,0S700,,Full and empty O2 tanks were not marked
1f2f8035-6e8b-43ba-82de-fe0526baabff,69449f44-a646-4b21-9505-1a50200589e0,Financial,02502,,Failed to ensure hot tap water were maintained at less than 110F
bbfa7f19-f863-4011-9cc9-dd22eb6f42e2,5f27a03d-2e7f-4839-9bdd-958a58753c4f,Financial,K0225,,"This STANDARD is not met as evidenced by:
Through observation during the survey, it was
determined that the facility failed to meet the
protection requirements in accordance with NFPA
101. This was evidenced by:
-Stairway structure in the basement was not fully
enclosed with fire resistive material (drywall)
"
8b0fd07b-7b8a-454e-9e1c-013b955a8102,5f27a03d-2e7f-4839-9bdd-958a58753c4f,Financial,K0511,,"Description	This STANDARD is not met as evidenced by:
K0511
STANDARD is not met as evidenced by: Based
on observation and staff interview during the
survey, it was determined that the facility failed to
maintain electrical equipment in accordance with
National Fire Protection Association 70, National
Electrical Code. This deficient practice could
affect all residents due to increased potential
hazards of electrical fire. This was evidence by
the following:
Light fixture in the Basement not attached
securely to the ""J"" box.
""Daisy Chained"" Power strips were in use in the
basement with appliances plugged into them.
"
